ID,Artículo,Marca,Cantidad,Precio L ($),Precio ML  ($),Precio MS  ($),Línea / Serie,Modelo,Descripción,Barras,SKU
2,Set Camping Familiar Playmobil,Playmobil,1,1799,2648,2300,Family Fun,70087,,4008789700872,
